node,attribute,degree,edge,edge_degree,target,attribute,degree
CodingSilent,CodingSilent,1101,hasPKAEndLocation,1,54,PKAEndLocation,10
Missense,Missense,4228,hasPKAEndLocation,4,70,PKAEndLocation,8
Nonsense,Nonsense,393,hasPKAEndLocation,1,157,PKAEndLocation,8
CodingSilent,CodingSilent,1101,hasPKAResidue,4,S,PKAResidue,927
Nonsense,Nonsense,393,hasPKAResidue,2,Y,PKAResidue,445
Missense,Missense,4228,hasPKAStartLocation,3,78,PKAStartLocation,6
Missense,Missense,4228,hasPKAStartLocation,1,145,PKAStartLocation,10
Missense,Missense,4228,hasPKAStartLocation,5,104,PKAStartLocation,14
CodingSilent,CodingSilent,1101,hasPKAStartLocation,4,145,PKAStartLocation,10
CodingSilent,CodingSilent,1101,hasPKAStartLocation,1,54,PKAStartLocation,10
Missense,Missense,4228,hasPKAStartLocation,4,70,PKAStartLocation,8
Nonsense,Nonsense,393,hasPKAStartLocation,1,157,PKAStartLocation,8
Nonsense,Nonsense,393,hasWildTypeResidue,20,Y,WildTypeResidue,445
Missense,Missense,4228,implicatedIn,13,Cancer-carcinoma_lymphoepithelioma_like_carcinoma,Cancer,23
DeletionFrameshift,DeletionFrameshift,225,implicatedIn,1,Cancer-carcinoma_serous_carcinoma,Cancer,166
ComplexInsertionInframe,ComplexInsertionInframe,50,implicatedIn,1,Cancer-carcinoma_squamous_cell_carcinoma_BRAF_inhibitor_related,Cancer,11
DeletionFrameshift,DeletionFrameshift,225,implicatedIn,4,Cancer-malignant_melanoma_NS,Cancer,750
Human_EGFR,Gene,55467,hasMutation,3,ComplexFrameshift,ComplexFrameshift,8
ComplexFrameshift,ComplexFrameshift,8,hasMutantType,8,None,MutantType,2988
ComplexFrameshift,ComplexFrameshift,8,hasMutationDescription,8,Complex - frameshift,MutationDescription,8
ComplexFrameshift,ComplexFrameshift,8,hasMutationZygosity,8,ComplexFrameshift,ComplexFrameshift,8
Missense,Missense,4228,hasPKAEndLocation,3,47,PKAEndLocation,8
CodingSilent,CodingSilent,1101,hasPKAEndLocation,1,50,PKAEndLocation,14
ComplexFrameshift,ComplexFrameshift,8,hasPKAEndLocation,8,0,PKAEndLocation,11996
ComplexFrameshift,ComplexFrameshift,8,hasPKAResidue,8,Z,PKAResidue,5998
Missense,Missense,4228,hasPKAStartLocation,3,47,PKAStartLocation,8
CodingSilent,CodingSilent,1101,hasPKAStartLocation,1,50,PKAStartLocation,14
ComplexFrameshift,ComplexFrameshift,8,hasPKAStartLocation,8,0,PKAStartLocation,11996
ComplexFrameshift,ComplexFrameshift,8,hasWildTypeResidue,8,None,WildTypeResidue,2988
ComplexDeletionInframe,ComplexDeletionInframe,168,implicatedIn,15,Cancer-carcinoma_bronchioloalveolar_adenocarcinoma,Cancer,98
ComplexDeletionInframe,ComplexDeletionInframe,168,implicatedIn,1,Cancer-glioma_oligodendroglioma_Grade_II,Cancer,36
ComplexDeletionInframe,ComplexDeletionInframe,168,implicatedIn,1,Cancer-carcinoma_adenoid_cystic_carcinoma,Cancer,63
ComplexDeletionInframe,ComplexDeletionInframe,168,implicatedIn,10,Cancer-carcinoma_squamous_cell_carcinoma,Cancer,862
ComplexDeletionInframe,ComplexDeletionInframe,168,implicatedIn,3,Cancer-carcinoma_pleomorphic_carcinoma,Cancer,24
ComplexDeletionInframe,ComplexDeletionInframe,168,implicatedIn,1,Cancer-other_hyperplasia,Cancer,23
ComplexDeletionInframe,ComplexDeletionInframe,168,implicatedIn,1,Cancer-carcinoma_micropapillary_adenocarcinoma,Cancer,39
ComplexDeletionInframe,ComplexDeletionInframe,168,implicatedIn,3,Cancer-carcinoma_small_cell_carcinoma,Cancer,88
ComplexDeletionInframe,ComplexDeletionInframe,168,implicatedIn,1,Cancer-carcinoma_mixed_mucoepidermoid_carcinoma-adenocarcinoma,Cancer,10
ComplexFrameshift,ComplexFrameshift,8,implicatedIn,1,Cancer-carcinoma_bronchioloalveolar_adenocarcinoma,Cancer,98
ComplexFrameshift,ComplexFrameshift,8,implicatedIn,3,Cancer-carcinoma_adenocarcinoma,Cancer,2859
ComplexDeletionInframe,ComplexDeletionInframe,168,implicatedIn,1,Cancer-carcinoma_carcinosarcoma,Cancer,11
Missense,Missense,4228,implicatedIn,1,Cancer-carcinoma_carcinosarcoma,Cancer,11
Missense,Missense,4228,hasPKAEndLocation,3,140,PKAEndLocation,6
Missense,Missense,4228,hasPKAEndLocation,4,91,PKAEndLocation,8
Missense,Missense,4228,hasPKAEndLocation,3,123,PKAEndLocation,10
Missense,Missense,4228,hasPKAEndLocation,2,156,PKAEndLocation,4
Missense,Missense,4228,hasPKAEndLocation,6,177,PKAEndLocation,14
Missense,Missense,4228,hasPKAEndLocation,5,197,PKAEndLocation,18
Missense,Missense,4228,hasPKAEndLocation,9,161,PKAEndLocation,20
Missense,Missense,4228,hasPKAEndLocation,4,61,PKAEndLocation,8
Missense,Missense,4228,hasPKAStartLocation,3,140,PKAStartLocation,6
Missense,Missense,4228,hasPKAStartLocation,4,91,PKAStartLocation,8
Missense,Missense,4228,hasPKAStartLocation,3,123,PKAStartLocation,10
Missense,Missense,4228,hasPKAStartLocation,2,156,PKAStartLocation,4
Missense,Missense,4228,hasPKAStartLocation,6,177,PKAStartLocation,14
Missense,Missense,4228,hasPKAStartLocation,5,197,PKAStartLocation,18
Missense,Missense,4228,hasPKAStartLocation,9,161,PKAStartLocation,20
Missense,Missense,4228,hasPKAStartLocation,4,61,PKAStartLocation,8
Missense,Missense,4228,implicatedIn,5,Cancer-carcinoma_undifferentiated_carcinoma,Cancer,34
Missense,Missense,4228,implicatedIn,4,Cancer-other_hyperplasia,Cancer,23
Missense,Missense,4228,implicatedIn,8,Cancer-carcinoma_pleomorphic_carcinoma,Cancer,24
Missense,Missense,4228,implicatedIn,4,Cancer-carcinoma_mucoepidermoid_carcinoma,Cancer,14
Missense,Missense,4228,implicatedIn,1,Cancer-carcinoma_sarcomatoid_carcinoma,Cancer,12
Missense,Missense,4228,implicatedIn,3,Cancer-other_dysplasia-carcinoma_in_situ,Cancer,12
DeletionInframe,DeletionInframe,109,implicatedIn,3,Cancer-malignant_melanoma_NS,Cancer,750
DeletionInframe,DeletionInframe,109,implicatedIn,2,Cancer-carcinoma_mixed_small_cell_carcinoma-adenocarcinoma,Cancer,12
DeletionInframe,DeletionInframe,109,implicatedIn,1,Cancer-thymoma_NS,Cancer,13
DeletionInframe,DeletionInframe,109,implicatedIn,1,Cancer-carcinoma_giant_cell_carcinoma,Cancer,12
DeletionInframe,DeletionInframe,109,implicatedIn,1,Cancer-carcinoma_terminal_respiratory_unit_type_adenocarcinoma,Cancer,14
DeletionInframe,DeletionInframe,109,implicatedIn,1,Cancer-carcinoma_basaloid_carcinoma,Cancer,10
DeletionInframe,DeletionInframe,109,implicatedIn,2,Cancer-carcinoma_sarcomatoid_carcinoma,Cancer,12
CompoundSubstitution,CompoundSubstitution,11,implicatedIn,4,Cancer-carcinoma_adenocarcinoma,Cancer,2859
CompoundSubstitution,CompoundSubstitution,11,implicatedIn,2,Cancer-carcinoma_non_small_cell_carcinoma,Cancer,488
Missense,Missense,4228,implicatedIn,1,Cancer-carcinoma_mixed_small_cell_carcinoma-adenocarcinoma,Cancer,12
Missense,Missense,4228,implicatedIn,1,Cancer-thymoma_mixed_lymphoepithelial,Cancer,10
Human_EGFR,Gene,55467,hasMutation,4,InsertionFrameshift,InsertionFrameshift,82
InsertionFrameshift,InsertionFrameshift,82,hasMutationZygosity,61,InsertionFrameshift,InsertionFrameshift,82
Missense,Missense,4228,hasPKAEndLocation,3,76,PKAEndLocation,10
Missense,Missense,4228,hasPKAEndLocation,4,77,PKAEndLocation,10
Missense,Missense,4228,hasPKAEndLocation,4,133,PKAEndLocation,8
Missense,Missense,4228,hasPKAEndLocation,6,167,PKAEndLocation,12
Missense,Missense,4228,hasPKAEndLocation,2,174,PKAEndLocation,12
Missense,Missense,4228,hasPKAEndLocation,3,95,PKAEndLocation,6
Missense,Missense,4228,hasPKAEndLocation,9,166,PKAEndLocation,20
Missense,Missense,4228,hasPKAEndLocation,4,196,PKAEndLocation,18
CodingSilent,CodingSilent,1101,hasPKAEndLocation,2,149,PKAEndLocation,12
CodingSilent,CodingSilent,1101,hasPKAEndLocation,1,94,PKAEndLocation,12
Missense,Missense,4228,hasPKAEndLocation,5,168,PKAEndLocation,10
Missense,Missense,4228,hasPKAEndLocation,6,176,PKAEndLocation,16
Nonsense,Nonsense,393,hasPKAEndLocation,2,63,PKAEndLocation,10
CodingSilent,CodingSilent,1101,hasPKAEndLocation,2,102,PKAEndLocation,14
Missense,Missense,4228,hasPKAEndLocation,3,57,PKAEndLocation,10
Nonsense,Nonsense,393,hasPKAResidue,3,H,PKAResidue,388
CodingSilent,CodingSilent,1101,hasPKAResidue,8,P,PKAResidue,500
Missense,Missense,4228,hasPKAStartLocation,3,76,PKAStartLocation,10
Missense,Missense,4228,hasPKAStartLocation,4,77,PKAStartLocation,10
Missense,Missense,4228,hasPKAStartLocation,4,133,PKAStartLocation,8
Missense,Missense,4228,hasPKAStartLocation,6,167,PKAStartLocation,12
Missense,Missense,4228,hasPKAStartLocation,2,174,PKAStartLocation,12
Missense,Missense,4228,hasPKAStartLocation,3,95,PKAStartLocation,6
Missense,Missense,4228,hasPKAStartLocation,9,166,PKAStartLocation,20
Missense,Missense,4228,hasPKAStartLocation,4,196,PKAStartLocation,18
CodingSilent,CodingSilent,1101,hasPKAStartLocation,2,149,PKAStartLocation,12
CodingSilent,CodingSilent,1101,hasPKAStartLocation,1,94,PKAStartLocation,12
Missense,Missense,4228,hasPKAStartLocation,5,168,PKAStartLocation,10
Missense,Missense,4228,hasPKAStartLocation,6,176,PKAStartLocation,16
Nonsense,Nonsense,393,hasPKAStartLocation,2,63,PKAStartLocation,10
CodingSilent,CodingSilent,1101,hasPKAStartLocation,2,102,PKAStartLocation,14
Missense,Missense,4228,hasPKAStartLocation,3,57,PKAStartLocation,10
Missense,Missense,4228,hasWildTypeResidue,4,?,WildTypeResidue,17
Nonsense,Nonsense,393,hasWildTypeResidue,37,W,WildTypeResidue,163
CodingSilent,CodingSilent,1101,implicatedIn,20,Cancer-carcinoma_hepatocellular_carcinoma,Cancer,235
InsertionInframe,InsertionInframe,435,implicatedIn,1,Cancer-carcinoma_micropapillary_adenocarcinoma,Cancer,39
Nonsense,Nonsense,393,implicatedIn,1,Cancer-adrenal_cortical_carcinoma_NS,Cancer,41
ComplexInsertionInframe,ComplexInsertionInframe,50,implicatedIn,1,Cancer-carcinoma_endometrioid_carcinoma,Cancer,536
InsertionInframe,InsertionInframe,435,hasMutationZygosity,12,hom,MutationZygosity,226
OtherMutation,OtherMutation,406,hasMutationZygosity,43,het,MutationZygosity,1420
Missense,Missense,4228,hasPKAEndLocation,5,113,PKAEndLocation,10
Missense,Missense,4228,hasPKAEndLocation,2,73,PKAEndLocation,4
CodingSilent,CodingSilent,1101,hasPKAEndLocation,1,118,PKAEndLocation,10
Missense,Missense,4228,hasPKAEndLocation,4,218,PKAEndLocation,8
CodingSilent,CodingSilent,1101,hasPKAEndLocation,3,281,PKAEndLocation,8
CodingSilent,CodingSilent,1101,hasPKAEndLocation,3,126,PKAEndLocation,12
Missense,Missense,4228,hasPKAEndLocation,1,155,PKAEndLocation,2
Missense,Missense,4228,hasPKAEndLocation,5,65,PKAEndLocation,10
Missense,Missense,4228,hasPKAEndLocation,5,170,PKAEndLocation,16
CodingSilent,CodingSilent,1101,hasPKAResidue,5,Y,PKAResidue,445
Missense,Missense,4228,hasPKAStartLocation,5,113,PKAStartLocation,10
Missense,Missense,4228,hasPKAStartLocation,2,73,PKAStartLocation,4
CodingSilent,CodingSilent,1101,hasPKAStartLocation,1,118,PKAStartLocation,10
Missense,Missense,4228,hasPKAStartLocation,4,218,PKAStartLocation,8
CodingSilent,CodingSilent,1101,hasPKAStartLocation,3,281,PKAStartLocation,8
CodingSilent,CodingSilent,1101,hasPKAStartLocation,3,126,PKAStartLocation,12
Missense,Missense,4228,hasPKAStartLocation,1,155,PKAStartLocation,2
Missense,Missense,4228,hasPKAStartLocation,5,65,PKAStartLocation,10
Missense,Missense,4228,hasPKAStartLocation,5,170,PKAStartLocation,16
Missense,Missense,4228,implicatedIn,2,Cancer-carcinoma_mucinous_adenocarcinoma,Cancer,11
CodingSilent,CodingSilent,1101,implicatedIn,11,Cancer-haematopoietic_neoplasm_acute_myeloid_leukaemia,Cancer,471
Missense,Missense,4228,hasPKAEndLocation,4,118,PKAEndLocation,10
Missense,Missense,4228,hasPKAEndLocation,2,160,PKAEndLocation,4
Missense,Missense,4228,hasPKAEndLocation,8,134,PKAEndLocation,20
CodingSilent,CodingSilent,1101,hasPKAEndLocation,1,85,PKAEndLocation,6
Nonsense,Nonsense,393,hasPKAEndLocation,1,196,PKAEndLocation,18
CodingSilent,CodingSilent,1101,hasPKAEndLocation,4,197,PKAEndLocation,18
Missense,Missense,4228,hasPKAStartLocation,4,118,PKAStartLocation,10
Missense,Missense,4228,hasPKAStartLocation,2,160,PKAStartLocation,4
Missense,Missense,4228,hasPKAStartLocation,8,134,PKAStartLocation,20
CodingSilent,CodingSilent,1101,hasPKAStartLocation,1,85,PKAStartLocation,6
Nonsense,Nonsense,393,hasPKAStartLocation,1,196,PKAStartLocation,18
CodingSilent,CodingSilent,1101,hasPKAStartLocation,4,197,PKAStartLocation,18
Nonsense,Nonsense,393,hasWildTypeResidue,13,G,WildTypeResidue,799
CodingSilent,CodingSilent,1101,hasPKAEndLocation,2,55,PKAEndLocation,16
Missense,Missense,4228,hasPKAEndLocation,4,162,PKAEndLocation,12
Missense,Missense,4228,hasPKAEndLocation,1,125,PKAEndLocation,2
CodingSilent,CodingSilent,1101,hasPKAStartLocation,2,55,PKAStartLocation,16
Missense,Missense,4228,hasPKAStartLocation,4,162,PKAStartLocation,12
Missense,Missense,4228,hasPKAStartLocation,1,125,PKAStartLocation,2
ComplexInsertionInframe,ComplexInsertionInframe,50,implicatedIn,1,Cancer-carcinoma_squamous_cell_carcinoma,Cancer,862
OtherMutation,OtherMutation,406,implicatedIn,1,Cancer-glioma_NS,Cancer,107
OtherMutation,OtherMutation,406,implicatedIn,1,Cancer-glioma_astrocytoma,Cancer,22
Missense,Missense,4228,implicatedIn,1,Cancer-fibrosarcoma_myxofibrosarcoma,Cancer,10
CodingSilent,CodingSilent,1101,implicatedIn,1,Cancer-osteosarcoma_osteoblastic,Cancer,24
Missense,Missense,4228,implicatedIn,1,Cancer-synovial_sarcoma_monophasic,Cancer,10
ComplexInsertionInframe,ComplexInsertionInframe,50,implicatedIn,1,Cancer-carcinoma_bronchioloalveolar_adenocarcinoma,Cancer,98
OtherMutation,OtherMutation,406,implicatedIn,1,Cancer-carcinoma_acinar_adenocarcinoma,Cancer,58
OtherMutation,OtherMutation,406,implicatedIn,1,Cancer-carcinoma_anaplastic_carcinoma,Cancer,38
OtherMutation,OtherMutation,406,implicatedIn,1,Cancer-carcinoma_pleomorphic_carcinoma,Cancer,24
OtherMutation,OtherMutation,406,implicatedIn,1,Cancer-carcinoma_signet_ring_cell_adenocarcinoma,Cancer,23
Missense,Missense,4228,hasPKAEndLocation,2,85,PKAEndLocation,6
Missense,Missense,4228,hasPKAStartLocation,2,85,PKAStartLocation,6
Missense,Missense,4228,implicatedIn,1,Cancer-malignant_fibrous_histiocytoma-pleomorphic_sarcoma_storiform_pleomorphic,Cancer,10
CodingSilent,CodingSilent,1101,implicatedIn,3,Cancer-osteosarcoma_NS,Cancer,33
Missense,Missense,4228,implicatedIn,1,Cancer-osteosarcoma_NS,Cancer,33
DeletionFrameshift,DeletionFrameshift,225,implicatedIn,1,Cancer-mesothelioma_epithelial,Cancer,64
Missense,Missense,4228,implicatedIn,2,Cancer-carcinoma_giant_cell_carcinoma,Cancer,12
Missense,Missense,4228,hasPKAEndLocation,2,97,PKAEndLocation,4
Missense,Missense,4228,hasPKAEndLocation,2,66,PKAEndLocation,4
Missense,Missense,4228,hasPKAStartLocation,2,97,PKAStartLocation,4
Missense,Missense,4228,hasPKAStartLocation,2,66,PKAStartLocation,4
Missense,Missense,4228,implicatedIn,1,Cancer-malignant_peripheral_nerve_sheath_tumour_NS,Cancer,10
Missense,Missense,4228,implicatedIn,1,Cancer-lymphoid_neoplasm_malignant_histiocytosis,implicatedIn,9
Missense,Missense,4228,implicatedIn,6,Cancer-carcinoma_acinar_carcinoma,Cancer,43
Missense,Missense,4228,implicatedIn,5,Cancer-carcinoma_medullary_carcinoma,Cancer,32
Missense,Missense,4228,implicatedIn,1,Cancer-gastrointestinal_stromal_tumour_epithelioid,Cancer,10
Missense,Missense,4228,implicatedIn,1,Cancer-gastrointestinal_stromal_tumour_spindle_and_epithelioid,Cancer,10
Missense,Missense,4228,implicatedIn,4,Cancer-lymphoid_neoplasm_NS,Cancer,41
Missense,Missense,4228,implicatedIn,1,Cancer-malignant_melanoma_mixed,Cancer,10
Missense,Missense,4228,implicatedIn,2,Cancer-malignant_melanoma_of_soft_parts-clear_cell_sarcoma_NS,Cancer,20
Missense,Missense,4228,implicatedIn,3,Cancer-haematopoietic_neoplasm_acute_myeloid_leukaemia_therapy_related,Cancer,43
Missense,Missense,4228,implicatedIn,2,Cancer-lymphoid_neoplasm_post_transplant_lymphoproliferative_disorder,Cancer,20
Missense,Missense,4228,implicatedIn,1,Cancer-rhabdomyosarcoma_NS,Cancer,21
Missense,Missense,4228,implicatedIn,9,Cancer-rhabdomyosarcoma_embryonal,Cancer,56
Missense,Missense,4228,implicatedIn,1,Cancer-other_chronic_pancreatitis,Cancer,10
Missense,Missense,4228,implicatedIn,2,Cancer-other_nasal_polyp,Cancer,12
Missense,Missense,4228,implicatedIn,1,Cancer-carcinoma_Hurthle_cell_carcinoma,Cancer,10
Missense,Missense,4228,implicatedIn,2,Cancer-germ_cell_tumour_yolk_sac_tumour,Cancer,20
Missense,Missense,4228,implicatedIn,1,Cancer-lentigo_NS,Cancer,10
Missense,Missense,4228,implicatedIn,1,Cancer-adenoma_serous,Cancer,10
Missense,Missense,4228,implicatedIn,1,Cancer-carcinoma_mixed_papillary_and_follicular_carcinoma,Cancer,10
Missense,Missense,4228,implicatedIn,1,Cancer-liposarcoma_NS,Cancer,10
Missense,Missense,4228,implicatedIn,1,Cancer-germ_cell_tumour_seminoma,Cancer,10
Missense,Missense,4228,implicatedIn,1,Cancer-malignant_melanoma_radial_growth_phase,Cancer,10
Missense,Missense,4228,implicatedIn,1,Cancer-chronic_thyroiditis_Hashimotos_thyroiditis,Cancer,10
Missense,Missense,4228,implicatedIn,1,Cancer-synovial_sarcoma_NS,Cancer,10
Missense,Missense,4228,implicatedIn,1,Cancer-germ_cell_tumour_embryonal_carcinoma,Cancer,10
Missense,Missense,4228,implicatedIn,1,Cancer-malignant_melanoma_rhabdoid,Cancer,10
Missense,Missense,4228,implicatedIn,1,Cancer-other_giant_cell_tumour,Cancer,10
Missense,Missense,4228,implicatedIn,1,Cancer-pheochromocytoma_NS,Cancer,10
Missense,Missense,4228,implicatedIn,2,Cancer-malignant_melanoma_amelanotic,Cancer,12
Missense,Missense,4228,implicatedIn,2,Cancer-germ_cell_tumour_mixed,Cancer,20
Missense,Missense,4228,implicatedIn,1,Cancer-malignant_fibrous_histiocytoma-pleomorphic_sarcoma_NS,Cancer,10
Missense,Missense,4228,implicatedIn,1,Cancer-malignant_melanoma_epithelioid,Cancer,10
Missense,Missense,4228,implicatedIn,1,Cancer-adnexal_tumour_other,Cancer,10
Missense,Missense,4228,implicatedIn,1,Cancer-glioma_gliomatosis_cerebri,Cancer,10
Missense,Missense,4228,implicatedIn,1,Cancer-adrenal_cortical_adenoma_cortisol_producing,Cancer,10
Missense,Missense,4228,implicatedIn,1,Cancer-benign_melanocytic_nevus_lentiginous_nevus,Cancer,10
Missense,Missense,4228,implicatedIn,1,Cancer-adenoma_non_functioning,Cancer,10
Missense,Missense,4228,implicatedIn,1,Cancer-adenoma_villous,Cancer,10
Missense,Missense,4228,implicatedIn,1,Cancer-benign_melanocytic_nevus_junctional,Cancer,10
Missense,Missense,4228,implicatedIn,1,Cancer-carcinoma_psammocarcinoma,Cancer,10
Missense,Missense,4228,implicatedIn,1,Cancer-carcinoma_serous_micropapillary_carcinoma,Cancer,10
Missense,Missense,4228,implicatedIn,1,Cancer-germ_cell_tumour_choriocarcinoma,Cancer,10
Missense,Missense,4228,implicatedIn,1,Cancer-glomus_tumour_NS,Cancer,10
Missense,Missense,4228,implicatedIn,2,Cancer-low_malignant_potential_(borderline)_tumour_NS,Cancer,11
Missense,Missense,4228,implicatedIn,1,Cancer-lymphoid_neoplasm_B_cell_prolymphocytic_leukaemia,Cancer,10
Missense,Missense,4228,implicatedIn,1,Cancer-craniopharyngioma_adamantinomatous,Cancer,10
Missense,Missense,4228,implicatedIn,1,Cancer-giant_cell_tumour_of_tendon_sheath_NS,Cancer,10
Missense,Missense,4228,implicatedIn,1,Cancer-lymphoid_neoplasm_follicular_dendritic_cell_sarcoma,Cancer,10
Missense,Missense,4228,implicatedIn,1,Cancer-myopericytoma_benign,Cancer,10
Missense,Missense,4228,implicatedIn,1,Cancer-craniopharyngioma_papillary,Cancer,10
Missense,Missense,4228,implicatedIn,1,Cancer-Kaposi_sarcoma_NS,Cancer,10
Missense,Missense,4228,implicatedIn,1,Cancer-germ_cell_tumour_teratoma,Cancer,10
Missense,Missense,4228,implicatedIn,3,Cancer-carcinoid-endocrine_tumour_typical,Cancer,31
OtherMutation,OtherMutation,406,implicatedIn,2,Cancer-lymphoid_neoplasm_acute_lymphoblastic_T_cell_leukaemia,Cancer,59
CodingSilent,CodingSilent,1101,implicatedIn,4,Cancer-lymphoid_neoplasm_acute_lymphoblastic_T_cell_leukaemia,Cancer,59
Missense,Missense,4228,implicatedIn,104,Cancer-lymphoid_neoplasm_mantle_cell_lymphoma,Cancer,250
Human_BRAF,Gene,54776,hasMutation,2,CompoundSubstitution,CompoundSubstitution,11
CompoundSubstitution,CompoundSubstitution,11,hasMutationZygosity,3,het,MutationZygosity,1420
CodingSilent,CodingSilent,1101,hasPKAEndLocation,2,222,PKAEndLocation,8
CodingSilent,CodingSilent,1101,hasPKAEndLocation,2,162,PKAEndLocation,12
Missense,Missense,4228,hasPKAEndLocation,3,154,PKAEndLocation,8
CodingSilent,CodingSilent,1101,hasPKAEndLocation,1,79,PKAEndLocation,14
CodingSilent,CodingSilent,1101,hasPKAEndLocation,2,72,PKAEndLocation,12
CodingSilent,CodingSilent,1101,hasPKAEndLocation,1,161,PKAEndLocation,20
Missense,Missense,4228,hasPKAEndLocation,7,131,PKAEndLocation,14
Missense,Missense,4228,hasPKAEndLocation,2,96,PKAEndLocation,4
Missense,Missense,4228,hasPKAEndLocation,3,44,PKAEndLocation,6
CodingSilent,CodingSilent,1101,hasPKAResidue,2,M,PKAResidue,279
CodingSilent,CodingSilent,1101,hasPKAStartLocation,2,222,PKAStartLocation,8
CodingSilent,CodingSilent,1101,hasPKAStartLocation,2,162,PKAStartLocation,12
Missense,Missense,4228,hasPKAStartLocation,3,154,PKAStartLocation,8
CodingSilent,CodingSilent,1101,hasPKAStartLocation,1,79,PKAStartLocation,14
CodingSilent,CodingSilent,1101,hasPKAStartLocation,2,72,PKAStartLocation,12
CodingSilent,CodingSilent,1101,hasPKAStartLocation,1,161,PKAStartLocation,20
Missense,Missense,4228,hasPKAStartLocation,7,131,PKAStartLocation,14
Missense,Missense,4228,hasPKAStartLocation,2,96,PKAStartLocation,4
Missense,Missense,4228,hasPKAStartLocation,3,44,PKAStartLocation,6
InsertionInframe,InsertionInframe,435,implicatedIn,1,Cancer-lymphoid_neoplasm_Langerhans_cell_histiocytosis,Cancer,15
CodingSilent,CodingSilent,1101,implicatedIn,1,Cancer-carcinoma_basal_cell_carcinoma,Cancer,21
OtherMutation,OtherMutation,406,implicatedIn,5,Cancer-carcinoma_serous_carcinoma,Cancer,166
OtherMutation,OtherMutation,406,implicatedIn,1,Cancer-glioma_astrocytoma_Grade_II,Cancer,45
DeletionInframe,DeletionInframe,109,implicatedIn,5,Cancer-lymphoid_neoplasm_chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma,Cancer,260
CompoundSubstitution,CompoundSubstitution,11,implicatedIn,1,Cancer-malignant_melanoma_amelanotic,Cancer,12
CodingSilent,CodingSilent,1101,hasPKAEndLocation,3,52,PKAEndLocation,22
CodingSilent,CodingSilent,1101,hasPKAEndLocation,1,200,PKAEndLocation,16
CodingSilent,CodingSilent,1101,hasPKAEndLocation,2,192,PKAEndLocation,54
CodingSilent,CodingSilent,1101,hasPKAEndLocation,2,226,PKAEndLocation,12
Missense,Missense,4228,hasPKAEndLocation,2,294,PKAEndLocation,4
CodingSilent,CodingSilent,1101,hasPKAEndLocation,1,46,PKAEndLocation,14
CodingSilent,CodingSilent,1101,hasPKAEndLocation,1,58,PKAEndLocation,10
Missense,Missense,4228,hasPKAEndLocation,1,199,PKAEndLocation,2
CodingSilent,CodingSilent,1101,hasPKAResidue,11,T,PKAResidue,613
CodingSilent,CodingSilent,1101,hasPKAResidue,1,C,PKAResidue,364
CodingSilent,CodingSilent,1101,hasPKAResidue,12,V,PKAResidue,844
CodingSilent,CodingSilent,1101,hasPKAStartLocation,3,52,PKAStartLocation,22
CodingSilent,CodingSilent,1101,hasPKAStartLocation,1,200,PKAStartLocation,16
CodingSilent,CodingSilent,1101,hasPKAStartLocation,2,192,PKAStartLocation,54
CodingSilent,CodingSilent,1101,hasPKAStartLocation,2,226,PKAStartLocation,12
Missense,Missense,4228,hasPKAStartLocation,2,294,PKAStartLocation,4
CodingSilent,CodingSilent,1101,hasPKAStartLocation,1,46,PKAStartLocation,14
CodingSilent,CodingSilent,1101,hasPKAStartLocation,1,58,PKAStartLocation,10
Missense,Missense,4228,hasPKAStartLocation,1,199,PKAStartLocation,2
Missense,Missense,4228,implicatedIn,1,Cancer-hyperplasia_atypical,Cancer,10
Missense,Missense,4228,implicatedIn,2,Cancer-carcinoma_HER-positive_carcinoma,Cancer,22
OtherMutation,OtherMutation,406,implicatedIn,2,Cancer-carcinoid-endocrine_tumour_NS,Cancer,39
CodingSilent,CodingSilent,1101,implicatedIn,4,Cancer-carcinoma_transitional_cell_carcinoma,Cancer,79
CompoundSubstitution,CompoundSubstitution,11,implicatedIn,1,Cancer-malignant_melanoma_NS,Cancer,750
CodingSilent,CodingSilent,1101,implicatedIn,5,Cancer-other_neoplasm,Cancer,88
CodingSilent,CodingSilent,1101,implicatedIn,1,Cancer-Wilms_tumour_NS,Cancer,10
CodingSilent,CodingSilent,1101,implicatedIn,25,Cancer-haemangioblastoma_NS,Cancer,113
Missense,Missense,4228,implicatedIn,1,Cancer-carcinoma_carcinosarcoma-malignant_mesodermal_mixed_tumour,Cancer,10
CodingSilent,CodingSilent,1101,implicatedIn,14,Cancer-Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour_NS,Cancer,99
Nonsense,Nonsense,393,implicatedIn,2,Cancer-carcinoma_anaplastic_carcinoma,Cancer,38
Nonsense,Nonsense,393,hasPKAEndLocation,1,56,PKAEndLocation,42
Missense,Missense,4228,hasPKAEndLocation,2,276,PKAEndLocation,4
Nonsense,Nonsense,393,hasPKAResidue,3,G,PKAResidue,799
Nonsense,Nonsense,393,hasPKAStartLocation,1,56,PKAStartLocation,42
Missense,Missense,4228,hasPKAStartLocation,2,276,PKAStartLocation,4
Missense,Missense,4228,implicatedIn,6,Cancer-carcinoma_mixed_intestinal_and_diffuse_adenocarcinoma-unclassifiable,Cancer,55
ComplexInsertionInframe,ComplexInsertionInframe,50,implicatedIn,1,Cancer-other_dysplasia-in_situ_neoplasm,Cancer,24
